Farmer_ID,State,Land_Size,Income_Level,Crop,Irrigation,Soil_Type,Farmer_Type,Loan_Status,Weather_Risk,Farm_Experience,Recommended_Scheme
4969,MH,Medium,High,Maize,No,Sandy,Large,No,Medium,High,Crop Insurance
4970,MP,Small,Medium,Maize,No,Loamy,Marginal,Yes,Low,Medium,Crop Insurance
4971,UP,Small,Medium,Soybean,Yes,Sandy,Small,No,Medium,High,Soil Health Card
4972,MH,Medium,High,Soybean,Yes,Loamy,Large,Yes,Low,High,PM-Kisan
4973,MP,Small,Medium,Wheat,Yes,Black,Large,No,High,Low,Farm Mechanization
4974,UP,Small,Medium,Wheat,Yes,Sandy,Small,Yes,Medium,High,KCC
4975,MH,Medium,Low,Rice,No,Black,Large,No,Medium,High,PMFBY
4976,UP,Large,Low,Wheat,Yes,Black,Marginal,No,Medium,Medium,Subsidy Scheme
4977,UP,Small,Low,Soybean,Yes,Sandy,Medium,Yes,Medium,Low,PM-Kisan
4978,UP,Medium,Medium,Soybean,No,Clay,Marginal,Yes,Low,Low,PMFBY
4979,MH,Large,Low,Rice,Yes,Clay,Large,No,Low,High,Irrigation Subsidy
4980,UP,Large,Medium,Maize,Yes,Loamy,Medium,Yes,Low,High,Subsidy Scheme
4981,UP,Large,Low,Rice,Yes,Sandy,Large,Yes,High,Low,KCC
4982,MP,Large,High,Cotton,No,Sandy,Large,No,High,Low,PMFBY
4983,MP,Large,Low,Wheat,Yes,Sandy,Large,No,Medium,Medium,Soil Health Card
4984,MH,Large,Medium,Cotton,Yes,Clay,Small,Yes,Low,Low,KCC
4985,Bihar,Large,Low,Soybean,No,Sandy,Large,Yes,High,Medium,Irrigation Subsidy
4986,Punjab,Small,Low,Cotton,Yes,Sandy,Medium,No,High,Medium,PM-Kisan
4987,MP,Medium,Medium,Soybean,Yes,Loamy,Medium,No,High,Low,Organic Farming
4988,Punjab,Medium,Low,Maize,No,Loamy,Marginal,No,Low,Medium,PMFBY
4989,Bihar,Medium,High,Wheat,Yes,Sandy,Large,Yes,High,Medium,KCC
4990,MH,Large,Low,Wheat,No,Loamy,Small,No,High,High,PMFBY
4991,Bihar,Small,High,Wheat,No,Clay,Large,No,High,High,PMFBY
4992,UP,Medium,Medium,Rice,No,Sandy,Small,Yes,Medium,Medium,PMFBY
4993,Punjab,Medium,High,Maize,Yes,Clay,Marginal,No,Medium,High,Organic Farming
4994,UP,Large,Medium,Maize,Yes,Clay,Marginal,No,Medium,Medium,Irrigation Subsidy
4995,UP,Large,High,Maize,No,Clay,Large,Yes,Medium,Low,Irrigation Subsidy
4996,MH,Medium,Medium,Maize,Yes,Clay,Small,Yes,Low,Low,PMFBY
4997,UP,Medium,High,Rice,No,Black,Medium,Yes,High,High,PMFBY
4998,Bihar,Large,Low,Rice,No,Loamy,Large,No,Medium,Low,PMFBY
4999,MP,Large,Medium,Maize,Yes,Sandy,Marginal,Yes,Medium,Medium,KCC
5000,Bihar,Medium,High,Maize,No,Loamy,Medium,No,High,Medium,PMFBY
5001,MH,Large,High,Maize,Yes,Black,Marginal,Yes,Low,High,KCC
5002,MH,Medium,Low,Cotton,Yes,Sandy,Medium,Yes,Medium,High,Subsidy Scheme
5003,MP,Small,High,Wheat,Yes,Sandy,Medium,No,Low,High,Soil Health Card
5004,MH,Medium,Medium,Rice,Yes,Black,Small,No,Medium,High,Irrigation Subsidy
5005,MP,Small,Low,Maize,Yes,Sandy,Large,Yes,High,Medium,Subsidy Scheme
5006,MH,Small,Medium,Soybean,Yes,Loamy,Small,No,Medium,Low,Organic Farming
5007,Bihar,Large,High,Rice,Yes,Black,Large,Yes,Low,Low,Subsidy Scheme
5008,MP,Large,Medium,Cotton,Yes,Black,Large,Yes,Medium,Medium,Irrigation Subsidy
5009,Bihar,Large,Low,Wheat,No,Sandy,Large,No,Low,High,PMFBY
5010,MH,Small,High,Cotton,No,Clay,Large,Yes,Medium,Low,PMFBY
5011,UP,Medium,Medium,Wheat,Yes,Loamy,Marginal,Yes,Low,High,KCC
5012,Bihar,Large,High,Rice,Yes,Clay,Medium,No,Low,Medium,Farm Mechanization
5013,Bihar,Medium,Low,Wheat,No,Sandy,Marginal,Yes,Low,Low,PMFBY
5014,Bihar,Medium,High,Maize,Yes,Clay,Marginal,No,Low,Low,Farmer Training
5015,Punjab,Large,Low,Rice,Yes,Black,Large,No,Medium,High,Irrigation Subsidy
5016,MP,Large,High,Wheat,Yes,Clay,Marginal,No,Medium,High,Organic Farming
5017,MH,Medium,Medium,Rice,No,Loamy,Large,No,High,Medium,PMFBY
5018,Punjab,Small,Medium,Cotton,No,Black,Medium,No,Medium,Medium,PMFBY
5019,Bihar,Medium,High,Maize,Yes,Loamy,Marginal,Yes,Medium,Low,Subsidy Scheme
5020,MH,Medium,Low,Soybean,Yes,Black,Marginal,No,Medium,Low,Farmer Training
5021,MH,Medium,High,Rice,Yes,Sandy,Medium,Yes,High,Medium,KCC
5022,MP,Small,Medium,Rice,Yes,Clay,Medium,Yes,Medium,Low,KCC
5023,UP,Medium,Medium,Wheat,No,Loamy,Medium,No,High,Medium,PMFBY
5024,Punjab,Medium,High,Soybean,Yes,Loamy,Large,No,High,High,Soil Health Card
5025,Bihar,Medium,Medium,Wheat,Yes,Sandy,Small,No,Low,High,Soil Health Card
5026,UP,Medium,High,Cotton,No,Loamy,Marginal,No,Medium,High,PMFBY
5027,UP,Large,Low,Cotton,No,Loamy,Small,No,High,Low,PMFBY
5028,UP,Small,Low,Maize,Yes,Sandy,Marginal,No,High,High,PM-Kisan
5029,MH,Medium,Medium,Wheat,No,Loamy,Medium,Yes,High,Low,PMFBY
5030,Bihar,Medium,High,Rice,No,Loamy,Marginal,Yes,Medium,Low,PMFBY
5031,Bihar,Small,Medium,Cotton,No,Loamy,Medium,No,Low,High,PMFBY
5032,Bihar,Small,Low,Cotton,Yes,Clay,Large,Yes,Medium,High,PM-Kisan
5033,MH,Small,Low,Cotton,Yes,Clay,Medium,No,High,High,PM-Kisan
5034,Punjab,Small,Medium,Cotton,No,Sandy,Marginal,Yes,Low,Low,PMFBY
5035,UP,Small,Low,Wheat,Yes,Sandy,Small,Yes,Medium,Medium,PMFBY
5036,Bihar,Large,High,Wheat,Yes,Black,Small,No,Low,Medium,Organic Farming
5037,UP,Small,Low,Wheat,No,Black,Medium,No,Medium,Medium,PM-Kisan
5038,MP,Small,Medium,Wheat,No,Clay,Large,No,Low,Medium,PMFBY
5039,MP,Small,Medium,Cotton,Yes,Black,Medium,No,Low,High,Farm Mechanization
5040,Punjab,Medium,Low,Maize,Yes,Clay,Medium,No,Low,Medium,Farm Mechanization
5041,Bihar,Small,Medium,Soybean,Yes,Sandy,Small,Yes,High,High,Subsidy Scheme
5042,UP,Small,Low,Wheat,Yes,Sandy,Small,No,High,Medium,PM-Kisan
5043,UP,Medium,High,Cotton,No,Sandy,Medium,Yes,Low,Low,PMFBY
5044,MH,Small,Low,Wheat,Yes,Sandy,Small,Yes,Low,Low,PM-Kisan
5045,MH,Medium,High,Cotton,No,Black,Small,No,High,High,PMFBY
5046,MP,Medium,Medium,Rice,Yes,Loamy,Small,Yes,High,Medium,KCC
5047,Punjab,Large,Medium,Soybean,No,Clay,Large,Yes,Medium,High,PMFBY
5048,UP,Medium,Low,Maize,No,Sandy,Small,Yes,High,Medium,PMFBY
5049,Bihar,Large,High,Soybean,Yes,Loamy,Large,Yes,Low,Low,KCC
5050,MP,Large,High,Wheat,Yes,Loamy,Large,No,Low,Low,Soil Health Card
5051,MH,Small,Medium,Soybean,Yes,Loamy,Marginal,No,Low,Medium,Soil Health Card
5052,MP,Small,Low,Wheat,Yes,Black,Small,Yes,Low,Low,Subsidy Scheme
5053,MP,Small,High,Wheat,Yes,Sandy,Large,Yes,High,Low,KCC
5054,Punjab,Large,Medium,Wheat,No,Loamy,Medium,No,Medium,Low,PMFBY
5055,Punjab,Small,Low,Maize,Yes,Loamy,Medium,Yes,Low,Low,PM-Kisan
5056,MP,Medium,Low,Maize,No,Sandy,Marginal,No,Low,Medium,PMFBY
5057,MH,Medium,High,Maize,No,Sandy,Marginal,No,Medium,Medium,PMFBY
5058,MH,Medium,Medium,Cotton,No,Black,Medium,No,High,Medium,PMFBY
5059,MH,Large,High,Cotton,No,Loamy,Marginal,Yes,High,Medium,PMFBY
5060,MH,Large,Low,Rice,No,Sandy,Marginal,Yes,Low,High,PMFBY
5061,Punjab,Large,Low,Rice,Yes,Loamy,Large,Yes,Medium,Low,Subsidy Scheme
5062,MH,Small,Low,Rice,Yes,Clay,Small,Yes,Medium,High,PM-Kisan
5063,MH,Small,Low,Soybean,No,Loamy,Large,Yes,Low,Low,PM-Kisan
5064,MH,Small,Low,Maize,No,Clay,Marginal,Yes,Medium,Medium,PM-Kisan
5065,UP,Medium,Medium,Cotton,No,Black,Medium,Yes,Low,Medium,PMFBY
5066,MP,Medium,High,Wheat,No,Sandy,Marginal,Yes,High,Medium,PMFBY
5067,UP,Small,Medium,Cotton,No,Loamy,Medium,No,Low,High,PMFBY
5068,MH,Medium,Medium,Wheat,No,Sandy,Small,No,Medium,High,PMFBY
5069,MP,Large,Low,Wheat,Yes,Black,Marginal,No,Medium,High,Subsidy Scheme
5070,UP,Small,High,Soybean,Yes,Sandy,Medium,No,Medium,Medium,Soil Health Card
5071,UP,Large,Medium,Wheat,Yes,Clay,Marginal,Yes,Medium,Low,KCC
5072,UP,Medium,High,Wheat,Yes,Black,Small,No,Medium,Low,Farmer Training
5073,UP,Small,High,Wheat,Yes,Clay,Small,Yes,Low,Low,KCC
5074,Punjab,Small,High,Rice,No,Clay,Marginal,No,Low,High,PMFBY
5075,Bihar,Small,High,Wheat,No,Clay,Small,No,High,Medium,PMFBY
5076,Bihar,Small,High,Rice,No,Loamy,Medium,No,Medium,High,PMFBY
5077,UP,Small,High,Rice,Yes,Black,Marginal,Yes,High,Medium,Subsidy Scheme
5078,Punjab,Large,Low,Rice,No,Loamy,Large,Yes,Low,Low,PMFBY
5079,Bihar,Medium,High,Rice,Yes,Loamy,Small,No,Medium,High,Organic Farming
5080,Punjab,Small,High,Rice,Yes,Sandy,Large,Yes,Medium,High,Subsidy Scheme
5081,Bihar,Small,High,Rice,No,Loamy,Medium,Yes,Low,High,PMFBY
5082,UP,Small,Low,Maize,No,Clay,Marginal,Yes,High,High,PM-Kisan
5083,Bihar,Large,High,Cotton,No,Sandy,Small,Yes,Low,Medium,PMFBY
5084,UP,Medium,Low,Wheat,No,Clay,Small,Yes,Low,High,PMFBY
5085,MH,Large,Medium,Soybean,No,Clay,Marginal,Yes,Medium,High,PMFBY
5086,Bihar,Small,Low,Maize,No,Clay,Medium,No,Medium,Low,Subsidy Scheme
5087,Punjab,Large,Medium,Wheat,Yes,Loamy,Large,Yes,High,Low,KCC
5088,Punjab,Medium,Medium,Cotton,No,Sandy,Marginal,No,High,Low,PMFBY
5089,MH,Medium,High,Soybean,No,Loamy,Medium,Yes,High,Low,PMFBY
5090,MH,Medium,Low,Cotton,Yes,Sandy,Small,Yes,High,Low,KCC
5091,Punjab,Small,Medium,Wheat,Yes,Black,Medium,Yes,High,Medium,KCC
5092,Bihar,Medium,Medium,Soybean,No,Black,Large,No,High,Low,PMFBY
5093,MP,Medium,High,Soybean,No,Black,Large,Yes,Low,Medium,PMFBY
5094,MP,Medium,High,Maize,No,Loamy,Medium,No,Medium,Medium,Farm Mechanization
5095,Punjab,Medium,Low,Maize,No,Loamy,Marginal,Yes,High,Low,PMFBY
5096,MP,Medium,High,Soybean,No,Loamy,Medium,Yes,Medium,High,PMFBY
5097,MP,Large,High,Maize,No,Clay,Large,Yes,Low,Medium,PMFBY
5098,Punjab,Large,Low,Soybean,No,Black,Small,Yes,High,Low,Crop Insurance
5099,Bihar,Small,Low,Cotton,No,Sandy,Marginal,No,Medium,High,PM-Kisan
5100,MH,Medium,Medium,Cotton,Yes,Black,Marginal,Yes,High,High,KCC
5101,Bihar,Small,High,Rice,No,Black,Large,No,Medium,Medium,PMFBY
5102,MP,Small,High,Maize,Yes,Sandy,Medium,No,Low,Low,Soil Health Card
5103,MH,Medium,High,Maize,Yes,Loamy,Marginal,No,Low,Low,Organic Farming
5104,MH,Small,Medium,Rice,Yes,Clay,Medium,Yes,Medium,High,KCC
5105,UP,Small,High,Wheat,Yes,Clay,Medium,No,High,Low,Irrigation Subsidy
5106,UP,Large,Low,Wheat,No,Sandy,Small,Yes,High,Medium,PMFBY
5107,MH,Large,High,Rice,No,Sandy,Large,Yes,Low,High,PMFBY
5108,MH,Medium,Low,Rice,No,Sandy,Medium,Yes,Medium,Medium,PMFBY
5109,MH,Medium,High,Wheat,No,Clay,Small,No,Low,Medium,PMFBY
5110,Punjab,Medium,Low,Wheat,Yes,Loamy,Medium,No,Medium,Low,Soil Health Card
5111,MP,Large,Low,Soybean,Yes,Loamy,Marginal,No,High,Low,Organic Farming
5112,MH,Medium,Low,Soybean,No,Clay,Small,Yes,Medium,High,PMFBY
5113,UP,Medium,High,Maize,Yes,Sandy,Small,No,High,High,Soil Health Card
5114,MH,Large,Medium,Cotton,No,Black,Medium,Yes,Medium,High,Crop Insurance
5115,Bihar,Small,Low,Cotton,No,Black,Marginal,No,Low,Low,PM-Kisan
5116,MH,Medium,Medium,Cotton,Yes,Black,Medium,Yes,Low,High,KCC
5117,MP,Medium,Low,Maize,No,Clay,Marginal,No,Medium,High,PMFBY
5118,Bihar,Large,Medium,Wheat,Yes,Black,Large,No,Low,High,Farm Mechanization
5119,MP,Large,Low,Cotton,No,Sandy,Small,No,Low,Low,PMFBY
5120,MP,Medium,Low,Cotton,No,Clay,Marginal,No,High,High,PMFBY
5121,Bihar,Small,Low,Maize,Yes,Loamy,Marginal,No,Medium,High,PM-Kisan
5122,Bihar,Small,Medium,Cotton,No,Black,Marginal,Yes,Low,Medium,PMFBY
5123,Bihar,Medium,High,Maize,No,Black,Small,Yes,High,High,PMFBY
5124,MP,Medium,Medium,Rice,Yes,Clay,Marginal,Yes,Medium,High,KCC
5125,Punjab,Large,Low,Soybean,Yes,Sandy,Small,Yes,Medium,Medium,KCC
5126,UP,Small,Low,Rice,No,Sandy,Marginal,No,Low,Low,Subsidy Scheme
5127,MP,Large,Low,Rice,Yes,Black,Marginal,No,High,Low,PMFBY
5128,Bihar,Medium,Low,Maize,Yes,Clay,Marginal,Yes,High,Low,Subsidy Scheme
5129,UP,Small,Medium,Wheat,Yes,Loamy,Small,Yes,High,Medium,KCC
5130,Punjab,Medium,Medium,Soybean,Yes,Black,Medium,No,Medium,High,Farm Mechanization
5131,MH,Medium,High,Soybean,No,Loamy,Large,Yes,High,High,PMFBY
5132,Bihar,Large,Low,Rice,No,Black,Small,Yes,Medium,Low,PMFBY
5133,UP,Large,High,Maize,No,Black,Small,Yes,Low,Medium,PMFBY
5134,Bihar,Medium,High,Cotton,Yes,Black,Marginal,Yes,High,High,KCC
5135,MH,Small,High,Wheat,Yes,Black,Large,Yes,High,Low,KCC
5136,UP,Small,Low,Wheat,Yes,Black,Medium,No,Medium,Low,PM-Kisan
5137,Punjab,Large,Medium,Wheat,Yes,Black,Medium,No,Low,Medium,Farm Mechanization
5138,Punjab,Medium,Medium,Cotton,No,Clay,Medium,Yes,Medium,Low,PMFBY
5139,Bihar,Medium,Low,Wheat,Yes,Loamy,Medium,Yes,Medium,Low,Organic Farming
5140,Punjab,Large,High,Soybean,Yes,Clay,Large,No,Low,Medium,Farm Mechanization
5141,MH,Large,Low,Maize,Yes,Clay,Large,Yes,High,High,KCC
5142,UP,Small,High,Soybean,Yes,Loamy,Large,Yes,High,Low,KCC
5143,Punjab,Large,Medium,Rice,No,Sandy,Medium,No,Low,High,PMFBY
5144,Punjab,Large,Medium,Rice,Yes,Sandy,Large,No,High,Medium,Soil Health Card
5145,UP,Medium,High,Maize,No,Clay,Medium,Yes,High,Medium,PMFBY
5146,Punjab,Large,Low,Cotton,No,Sandy,Small,Yes,High,Low,PMFBY
5147,MH,Medium,Low,Maize,No,Sandy,Small,Yes,Medium,High,PMFBY
5148,Punjab,Large,Low,Soybean,Yes,Loamy,Medium,No,Medium,High,Organic Farming
5149,Punjab,Medium,Medium,Wheat,No,Black,Small,No,Medium,High,PMFBY
5150,Punjab,Large,Medium,Maize,Yes,Sandy,Large,Yes,High,Medium,KCC
5151,Bihar,Large,Low,Cotton,No,Clay,Large,Yes,Medium,Low,PMFBY
5152,MP,Small,High,Maize,Yes,Clay,Marginal,Yes,Medium,Low,KCC
5153,MP,Large,High,Rice,No,Black,Marginal,No,Low,Medium,PMFBY
5154,UP,Medium,High,Soybean,No,Loamy,Small,No,Medium,Medium,PMFBY
5155,Punjab,Small,High,Rice,No,Black,Marginal,Yes,Low,High,Crop Insurance
5156,MP,Large,Low,Cotton,Yes,Loamy,Large,Yes,Low,High,KCC
5157,MH,Medium,Low,Maize,Yes,Sandy,Small,No,High,High,Soil Health Card
5158,MH,Large,Low,Wheat,No,Clay,Large,No,High,Low,PMFBY
5159,Bihar,Medium,Low,Wheat,No,Clay,Medium,No,Low,Low,PMFBY
5160,Punjab,Small,Medium,Maize,Yes,Loamy,Large,Yes,Medium,High,KCC
5161,MH,Medium,Medium,Wheat,Yes,Loamy,Marginal,No,High,Medium,Soil Health Card
5162,Bihar,Medium,Medium,Soybean,Yes,Sandy,Marginal,Yes,High,High,KCC
5163,UP,Medium,Medium,Maize,No,Sandy,Medium,Yes,High,High,PMFBY
5164,MP,Large,Low,Rice,No,Black,Small,No,Low,Low,PMFBY
5165,Punjab,Small,Medium,Wheat,Yes,Sandy,Small,No,Low,Low,Soil Health Card
5166,UP,Medium,Medium,Cotton,Yes,Black,Marginal,No,Low,Medium,Irrigation Subsidy
5167,Punjab,Medium,High,Wheat,No,Black,Marginal,Yes,Medium,Low,Irrigation Subsidy
5168,MP,Medium,Low,Maize,Yes,Sandy,Medium,No,Medium,Low,Soil Health Card
5169,UP,Small,High,Wheat,Yes,Sandy,Large,Yes,Low,Low,Subsidy Scheme
5170,UP,Large,Low,Cotton,No,Loamy,Small,Yes,High,High,PMFBY
5171,UP,Small,Medium,Rice,No,Loamy,Small,No,Medium,High,PMFBY
5172,MP,Medium,High,Maize,No,Loamy,Large,No,Medium,Medium,PMFBY
5173,UP,Small,Medium,Soybean,No,Sandy,Large,Yes,Medium,Low,PMFBY
5174,Bihar,Medium,Medium,Soybean,No,Loamy,Medium,No,High,High,PMFBY
5175,UP,Small,High,Rice,Yes,Clay,Small,Yes,Medium,Medium,KCC
5176,Punjab,Medium,High,Rice,Yes,Sandy,Medium,No,High,Low,Soil Health Card
5177,Bihar,Small,Medium,Maize,Yes,Clay,Large,No,Medium,High,Farm Mechanization
5178,Bihar,Medium,High,Rice,Yes,Black,Small,No,High,Low,PMFBY
5179,UP,Large,Low,Wheat,Yes,Sandy,Small,No,Low,Low,Soil Health Card
5180,UP,Large,Medium,Rice,No,Sandy,Medium,Yes,Medium,Medium,Crop Insurance
5181,Bihar,Small,Medium,Rice,No,Loamy,Medium,Yes,High,Medium,PMFBY
5182,UP,Medium,Low,Maize,No,Sandy,Small,No,Low,High,PMFBY
5183,MH,Medium,High,Soybean,Yes,Loamy,Small,No,High,High,Soil Health Card
5184,MH,Large,High,Rice,Yes,Loamy,Medium,No,Low,Medium,Organic Farming
5185,Bihar,Large,High,Maize,Yes,Loamy,Marginal,No,Low,Low,Soil Health Card
5186,Punjab,Medium,Low,Maize,Yes,Black,Large,No,Low,Low,Irrigation Subsidy
5187,Bihar,Medium,High,Cotton,Yes,Sandy,Small,No,Low,High,Soil Health Card
5188,Bihar,Large,Low,Maize,Yes,Sandy,Small,No,High,High,Soil Health Card
5189,UP,Small,High,Rice,Yes,Loamy,Small,No,Low,Medium,Organic Farming
5190,MH,Medium,Low,Rice,No,Sandy,Large,No,High,Low,PMFBY
5191,Bihar,Small,High,Cotton,No,Clay,Large,No,High,Low,PMFBY
5192,UP,Large,Medium,Cotton,No,Clay,Marginal,No,Medium,Medium,PMFBY
5193,UP,Large,High,Cotton,Yes,Loamy,Marginal,Yes,High,High,KCC
5194,Bihar,Large,High,Rice,Yes,Clay,Large,No,Medium,Low,Irrigation Subsidy
5195,Bihar,Medium,Medium,Cotton,Yes,Clay,Medium,Yes,High,Medium,KCC
5196,MH,Large,Low,Maize,Yes,Loamy,Marginal,Yes,Medium,High,KCC
5197,MP,Medium,Medium,Rice,No,Black,Medium,Yes,High,Medium,PMFBY
5198,MH,Large,Low,Wheat,Yes,Black,Small,No,High,High,PMFBY
5199,MH,Small,High,Rice,Yes,Sandy,Marginal,No,Low,High,Soil Health Card
5200,Punjab,Medium,High,Cotton,No,Sandy,Large,Yes,Low,Medium,PMFBY
5201,Punjab,Medium,Medium,Cotton,No,Loamy,Marginal,No,Medium,High,Crop Insurance
5202,MH,Large,Medium,Rice,Yes,Black,Large,Yes,Low,High,KCC
5203,UP,Medium,Medium,Rice,Yes,Black,Small,Yes,Low,High,KCC
5204,Bihar,Large,High,Wheat,No,Black,Large,Yes,Low,High,PMFBY
5205,UP,Large,Medium,Maize,Yes,Clay,Marginal,No,High,Medium,PMFBY
5206,Bihar,Medium,Medium,Soybean,No,Clay,Medium,No,Low,Low,PMFBY
5207,MP,Large,Low,Wheat,Yes,Black,Large,Yes,Low,Medium,KCC
5208,MH,Medium,Medium,Cotton,No,Sandy,Medium,No,Low,Medium,PMFBY
5209,Bihar,Small,Medium,Rice,No,Sandy,Small,Yes,High,Low,Crop Insurance
5210,Bihar,Large,Medium,Maize,Yes,Black,Marginal,Yes,High,High,KCC
5211,MP,Large,High,Rice,No,Black,Medium,No,Medium,High,PMFBY
5212,MH,Medium,High,Wheat,Yes,Loamy,Marginal,Yes,Low,Medium,Subsidy Scheme
5213,MP,Medium,Medium,Rice,Yes,Clay,Medium,Yes,Medium,High,Subsidy Scheme
5214,MP,Small,High,Maize,No,Loamy,Small,Yes,Low,Low,Crop Insurance
5215,Bihar,Medium,Low,Rice,No,Loamy,Large,Yes,High,Medium,PMFBY
5216,MH,Large,Low,Soybean,Yes,Black,Large,No,High,Low,Farm Mechanization
5217,Bihar,Small,Low,Cotton,Yes,Black,Medium,No,Low,High,PM-Kisan
5218,MP,Medium,Medium,Wheat,No,Black,Marginal,Yes,High,High,Crop Insurance
5219,MH,Medium,High,Cotton,No,Sandy,Large,Yes,Low,High,Organic Farming
5220,MP,Small,Medium,Wheat,Yes,Black,Marginal,No,Low,Low,Farmer Training
5221,MH,Small,Low,Wheat,Yes,Black,Marginal,Yes,High,Low,PM-Kisan
5222,Punjab,Medium,Medium,Wheat,No,Clay,Large,Yes,Low,High,PMFBY
5223,MH,Small,Low,Rice,No,Clay,Medium,No,Low,Low,PM-Kisan
5224,Bihar,Medium,Low,Maize,Yes,Black,Medium,Yes,Medium,Medium,KCC
5225,Punjab,Medium,Low,Cotton,No,Loamy,Medium,Yes,Medium,Low,Crop Insurance
5226,UP,Small,Medium,Soybean,Yes,Clay,Large,No,Low,High,Farm Mechanization
5227,Punjab,Medium,High,Wheat,No,Black,Marginal,Yes,High,Medium,Crop Insurance
5228,Bihar,Large,Medium,Maize,Yes,Loamy,Medium,No,High,High,Soil Health Card
5229,UP,Medium,High,Maize,Yes,Sandy,Small,No,High,Low,Soil Health Card
5230,UP,Medium,Medium,Rice,Yes,Sandy,Small,No,Low,Medium,Soil Health Card
5231,MH,Medium,Medium,Soybean,Yes,Loamy,Large,Yes,High,Medium,KCC
5232,MH,Large,High,Rice,No,Sandy,Small,No,Medium,Low,PMFBY
5233,MP,Large,Medium,Soybean,Yes,Sandy,Large,Yes,Low,High,KCC
5234,MP,Large,Medium,Cotton,Yes,Sandy,Small,Yes,High,High,KCC
5235,Bihar,Small,Medium,Wheat,Yes,Loamy,Large,Yes,High,Medium,KCC
5236,MH,Large,Medium,Maize,No,Clay,Large,No,Low,Low,PMFBY
5237,UP,Medium,Medium,Cotton,Yes,Black,Small,No,Medium,High,Irrigation Subsidy
5238,MH,Large,High,Wheat,No,Black,Medium,Yes,Medium,Low,KCC
5239,MH,Small,High,Maize,Yes,Black,Medium,Yes,High,High,KCC
5240,Bihar,Large,Medium,Wheat,No,Black,Marginal,No,Medium,High,PMFBY
5241,Punjab,Small,High,Wheat,Yes,Sandy,Marginal,Yes,Medium,High,KCC
5242,MP,Medium,Low,Cotton,No,Loamy,Large,No,Medium,High,PMFBY
5243,Bihar,Small,Low,Maize,No,Loamy,Medium,No,Low,Medium,PM-Kisan
5244,UP,Medium,High,Soybean,Yes,Sandy,Large,Yes,Low,Low,KCC
5245,MH,Medium,Medium,Wheat,No,Clay,Large,Yes,Medium,High,PMFBY
5246,UP,Medium,High,Maize,Yes,Sandy,Marginal,Yes,Low,Medium,KCC
5247,Punjab,Small,High,Wheat,No,Clay,Large,Yes,Low,Low,PMFBY
5248,UP,Large,Low,Soybean,Yes,Loamy,Large,Yes,Low,Medium,KCC
5249,UP,Small,High,Maize,No,Black,Marginal,No,High,Medium,Crop Insurance
5250,MP,Small,Low,Maize,Yes,Black,Medium,No,Medium,Low,Subsidy Scheme
5251,Bihar,Medium,High,Wheat,Yes,Loamy,Large,No,Low,High,Soil Health Card
5252,Bihar,Large,Low,Soybean,No,Sandy,Medium,No,High,High,PMFBY
5253,Bihar,Large,High,Rice,Yes,Black,Marginal,Yes,High,Low,KCC
5254,MH,Small,Low,Maize,Yes,Loamy,Small,Yes,High,High,PM-Kisan
5255,MH,Small,Medium,Rice,Yes,Sandy,Medium,Yes,Low,High,KCC
5256,MH,Small,Medium,Cotton,No,Clay,Large,Yes,Medium,High,Crop Insurance
5257,Punjab,Medium,High,Wheat,No,Clay,Large,Yes,Medium,Medium,PMFBY
5258,Bihar,Large,Low,Maize,No,Sandy,Medium,Yes,High,High,PMFBY
5259,Bihar,Medium,Medium,Soybean,No,Sandy,Small,No,Medium,Medium,PMFBY
5260,Bihar,Medium,Medium,Wheat,No,Clay,Large,No,High,Low,PMFBY
5261,Punjab,Medium,Medium,Cotton,No,Sandy,Large,Yes,Low,Low,PMFBY
5262,UP,Medium,Medium,Wheat,No,Clay,Marginal,Yes,Low,High,PMFBY
5263,MH,Medium,High,Cotton,No,Sandy,Marginal,No,Low,Low,PMFBY
5264,MH,Medium,High,Soybean,Yes,Sandy,Marginal,No,High,Medium,Soil Health Card
5265,MP,Small,High,Soybean,Yes,Loamy,Large,Yes,Medium,Medium,KCC
5266,MP,Small,Low,Soybean,Yes,Clay,Large,No,Medium,Medium,Organic Farming
5267,Punjab,Small,High,Soybean,No,Sandy,Marginal,No,High,Low,PMFBY
5268,Bihar,Medium,Medium,Rice,No,Loamy,Medium,Yes,Low,High,PMFBY
5269,Bihar,Large,Low,Soybean,Yes,Loamy,Marginal,No,High,High,Soil Health Card
5270,MH,Small,High,Soybean,Yes,Black,Large,No,Low,Medium,Farm Mechanization
5271,MH,Medium,Medium,Cotton,Yes,Black,Marginal,Yes,High,Low,KCC
5272,Bihar,Small,High,Cotton,Yes,Clay,Large,Yes,High,Low,KCC
5273,MH,Large,Medium,Soybean,No,Loamy,Small,No,High,Low,PMFBY
5274,Punjab,Small,High,Maize,No,Loamy,Small,Yes,High,Medium,PMFBY
5275,UP,Small,High,Cotton,No,Sandy,Marginal,No,Low,Low,PMFBY
5276,MH,Medium,Low,Cotton,Yes,Loamy,Medium,Yes,Low,Medium,KCC
5277,MH,Medium,Medium,Rice,Yes,Black,Medium,No,Medium,High,Farm Mechanization
5278,UP,Small,Medium,Soybean,Yes,Black,Medium,Yes,High,Low,KCC
5279,UP,Small,High,Cotton,No,Black,Medium,No,High,Medium,PMFBY
5280,Punjab,Large,Low,Cotton,Yes,Black,Marginal,No,Low,High,Subsidy Scheme
